NAME,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,Branch ,previous,poutcome,deposit
MILES,45,blue-collar,divorced,secondary,no,-184,yes,no,cellular,7,may,878,3,170,Airoli ,5,failure,yes
MILO,39,admin.,single,secondary,no,2345,yes,no,cellular,8,may,491,2,344,Airoli ,2,failure,yes
MOHAMED,23,technician,single,secondary,no,4,yes,no,cellular,8,may,763,1,-1,Airoli ,0,unknown,yes
MOHAMMED,57,admin.,married,secondary,no,6005,yes,no,cellular,8,may,704,1,323,Airoli ,6,failure,yes
MOISHE,32,blue-collar,married,secondary,no,333,yes,no,cellular,8,may,501,2,-1,Airoli ,0,unknown,yes
MORDECHAI,29,management,single,tertiary,no,3041,yes,no,cellular,8,may,606,3,-1,Airoli ,0,unknown,yes
MORRIS,42,management,married,tertiary,no,4,yes,no,cellular,8,may,579,2,295,Airoli ,1,success,yes
MOSES,47,blue-collar,divorced,primary,no,603,yes,yes,cellular,8,may,1080,1,-1,Airoli ,0,unknown,yes
MOSHE,36,management,married,tertiary,no,0,yes,no,cellular,8,may,308,3,-1,Airoli ,0,unknown,yes
NAFTALI,57,management,married,tertiary,no,830,yes,yes,cellular,8,may,662,1,367,Airoli ,1,success,yes
NAFTULI,36,technician,single,tertiary,no,962,yes,no,cellular,8,may,568,1,-1,Airoli ,0,unknown,yes
NATHAN,53,technician,single,tertiary,no,185,yes,no,cellular,8,may,1448,2,-1,Airoli ,0,unknown,yes
NATHANIEL,56,blue-collar,divorced,primary,no,-9,yes,yes,cellular,8,may,728,1,-1,Airoli ,0,unknown,yes
NICHOLAS,33,admin.,divorced,tertiary,no,891,no,no,cellular,8,may,398,2,-1,Airoli ,0,unknown,yes
NICO,59,retired,married,tertiary,no,148,yes,yes,cellular,8,may,685,2,366,Airoli ,1,other,yes
NICOLAS,47,retired,married,primary,no,1374,no,yes,telephone,8,may,479,2,359,Airoli ,3,failure,yes
NIKOLAS,42,management,married,tertiary,no,-556,yes,yes,cellular,8,may,682,3,347,Airoli ,3,failure,yes
NOAH,38,self-employed,single,tertiary,no,1612,yes,no,cellular,8,may,423,1,-1,Airoli ,0,unknown,yes
NOAM,40,self-employed,married,secondary,no,0,yes,no,cellular,11,may,657,1,-1,Airoli ,0,unknown,yes
NOLAN,41,admin.,single,secondary,no,-109,yes,yes,cellular,11,may,1038,1,370,Airoli ,1,failure,yes
NOSSON,43,management,divorced,tertiary,no,580,yes,no,cellular,11,may,1514,1,284,Airoli ,2,failure,yes
OLIVER,24,services,married,secondary,no,4500,yes,no,cellular,11,may,733,2,-1,Airoli ,0,unknown,yes
OMAR,40,services,married,secondary,no,-192,yes,no,cellular,11,may,666,1,-1,Airoli ,0,unknown,yes
OSCAR,40,blue-collar,married,secondary,no,-438,no,no,cellular,11,may,1017,1,-1,Airoli ,0,unknown,yes
OWEN,34,services,single,secondary,no,-701,yes,no,cellular,11,may,610,2,-1,Airoli ,0,unknown,yes
PARKER,36,management,single,tertiary,no,1400,yes,no,cellular,11,may,608,3,-1,Airoli ,0,unknown,yes
PATRICK,38,services,married,secondary,no,5293,yes,no,cellular,11,may,475,1,171,Airoli ,6,failure,yes
PAUL,39,blue-collar,married,secondary,no,785,yes,no,cellular,11,may,1232,2,-1,Airoli ,0,unknown,yes
PETER,25,student,single,primary,no,373,yes,no,cellular,11,may,819,2,-1,Airoli ,0,unknown,yes
PHILIP,39,management,married,tertiary,no,763,yes,no,cellular,11,may,877,7,300,Airoli ,2,other,yes
PINCHAS,41,blue-collar,married,secondary,no,1236,yes,no,cellular,11,may,911,3,-1,Airoli ,0,unknown,yes
PINCHUS,36,admin.,divorced,secondary,no,-811,yes,no,cellular,12,may,365,2,-1,Airoli ,0,unknown,yes
QUINN,34,entrepreneur,married,primary,no,7279,yes,no,cellular,12,may,882,1,-1,Airoli ,0,unknown,yes
RAFAEL,34,admin.,divorced,secondary,no,479,yes,no,cellular,12,may,515,1,350,Airoli ,5,failure,yes
RAPHAEL,38,housemaid,single,primary,no,199,yes,no,cellular,12,may,1203,1,306,Airoli ,1,failure,yes
RAYAN,40,blue-collar,married,secondary,no,1808,yes,no,cellular,12,may,560,1,-1,Airoli ,0,unknown,yes
REED,31,admin.,married,secondary,no,2,yes,yes,cellular,12,may,703,4,-1,Airoli ,0,unknown,yes
REID,37,blue-collar,married,primary,no,-106,yes,yes,cellular,12,may,690,1,-1,Airoli ,0,unknown,yes
RICHARD,58,entrepreneur,married,secondary,no,670,yes,no,cellular,12,may,1272,1,-1,Airoli ,0,unknown,yes
RILEY,48,services,divorced,secondary,no,-361,yes,no,cellular,12,may,1062,3,349,Airoli ,3,other,yes
ROBERT,35,blue-collar,married,primary,no,159,yes,yes,cellular,12,may,826,1,-1,Airoli ,0,unknown,yes
ROCCO,34,admin.,single,secondary,no,151,yes,no,cellular,12,may,590,1,370,Airoli ,1,other,yes
ROMAN,51,blue-collar,married,secondary,no,518,yes,no,cellular,12,may,918,1,-1,Airoli ,0,unknown,yes
ROWAN,39,management,single,tertiary,no,5073,yes,no,cellular,12,may,1182,1,286,Airoli ,4,failure,yes
RYAN,39,admin.,married,secondary,no,607,yes,no,cellular,12,may,454,2,364,Airoli ,3,failure,yes
RYDER,36,blue-collar,divorced,primary,no,-308,yes,no,cellular,12,may,725,1,-1,Airoli ,0,unknown,yes
SALVATORE,47,services,married,secondary,no,367,yes,no,cellular,12,may,309,1,306,Airoli ,4,success,yes
SAM,35,blue-collar,single,secondary,no,855,yes,no,cellular,12,may,549,1,300,Airoli ,1,success,yes
SAMIR,33,blue-collar,married,secondary,no,1240,yes,no,cellular,12,may,844,1,-1,Airoli ,0,unknown,yes
SAMUEL,47,admin.,married,secondary,no,663,yes,yes,cellular,12,may,409,1,274,Airoli ,6,other,yes
SANTINO,38,services,single,secondary,no,895,yes,no,cellular,12,may,1531,1,-1,Airoli ,0,unknown,yes
SEAN,46,blue-collar,married,primary,no,804,yes,no,cellular,12,may,1063,2,361,Airoli ,1,success,yes
SEBASTIAN,42,blue-collar,married,primary,no,-407,yes,yes,cellular,12,may,829,7,-1,Airoli ,0,unknown,yes
SHALOM,47,blue-collar,married,secondary,no,802,yes,yes,cellular,12,may,289,2,-1,Airoli ,0,unknown,yes
SHANE,37,admin.,single,primary,no,912,yes,no,cellular,12,may,637,3,328,Airoli ,22,other,yes
SHAUL,31,admin.,single,tertiary,no,355,yes,no,cellular,12,may,609,1,-1,Airoli ,0,unknown,yes
SHAYA,46,technician,married,secondary,no,3,yes,yes,cellular,12,may,614,3,-1,Airoli ,0,unknown,yes
SHEA,36,services,single,secondary,no,0,yes,no,cellular,12,may,398,6,-1,Airoli ,0,unknown,yes
SHIA,40,services,married,secondary,no,1836,yes,no,cellular,12,may,750,2,-1,Airoli ,0,unknown,yes
SHIMON,39,management,married,tertiary,no,1425,yes,no,cellular,12,may,775,3,-1,Airoli ,0,unknown,yes
SHLOIME,45,self-employed,divorced,tertiary,no,963,yes,no,cellular,12,may,528,5,-1,Airoli ,0,unknown,yes
SHLOIMY,59,admin.,married,secondary,no,145,yes,no,telephone,12,may,556,2,287,Airoli ,13,success,yes
SHLOME,34,blue-collar,married,secondary,no,634,no,yes,cellular,12,may,737,3,-1,Airoli ,0,unknown,yes
SHLOMO,40,blue-collar,married,unknown,no,87,yes,no,cellular,13,may,477,3,-1,Airoli ,0,unknown,yes
SHMIEL,50,blue-collar,married,primary,no,-522,yes,no,cellular,13,may,863,3,-1,Airoli ,0,unknown,yes
SHMUEL,36,blue-collar,married,primary,no,319,yes,no,cellular,13,may,774,2,301,Airoli ,1,failure,yes
SHNEUR,35,admin.,single,secondary,no,0,yes,no,cellular,13,may,1073,1,-1,Airoli ,0,unknown,yes
SHOLOM,36,blue-collar,single,secondary,no,478,yes,no,cellular,13,may,610,1,-1,Airoli ,0,unknown,yes
SHULEM,35,blue-collar,single,primary,no,-276,yes,no,cellular,13,may,850,1,-1,Airoli ,0,unknown,yes
SIDNEY,47,blue-collar,married,primary,no,4227,yes,no,cellular,13,may,659,1,-1,Airoli ,0,unknown,yes
SILAS,47,housemaid,single,primary,no,2785,yes,no,cellular,13,may,570,1,-1,Airoli ,0,unknown,yes
SIMCHA,38,blue-collar,married,primary,no,1401,no,no,cellular,13,may,516,1,-1,Airoli ,0,unknown,yes
SIMON,33,management,single,tertiary,no,0,yes,no,cellular,13,may,585,1,-1,Airoli ,0,unknown,yes
SOLOMON,38,blue-collar,married,primary,no,1852,yes,no,cellular,13,may,606,1,-1,Airoli ,0,unknown,yes
SPENCER,39,blue-collar,married,secondary,no,462,yes,no,cellular,13,may,590,1,-1,Airoli ,0,unknown,yes
STEPHEN,43,housemaid,single,primary,no,800,yes,no,cellular,13,may,902,1,-1,Airoli ,0,unknown,yes
STEVEN,33,technician,married,secondary,no,221,yes,no,cellular,13,may,669,1,355,Airoli ,4,failure,yes
THEODORE,34,blue-collar,married,secondary,no,1089,yes,no,cellular,13,may,394,3,-1,Airoli ,0,unknown,yes
THOMAS,28,admin.,divorced,secondary,no,451,yes,no,cellular,13,may,302,1,301,Airoli ,1,success,yes
TIMOTHY,34,blue-collar,married,secondary,no,496,yes,no,cellular,13,may,333,1,-1,Airoli ,0,unknown,yes
TRISTAN,42,blue-collar,single,secondary,no,1080,yes,yes,cellular,13,may,951,3,370,Airoli ,4,failure,yes
TYLER,33,management,married,tertiary,no,1064,yes,no,cellular,13,may,562,1,-1,Airoli ,0,unknown,yes
TZVI,39,management,married,tertiary,no,297,yes,no,cellular,13,may,734,2,-1,Airoli ,0,unknown,yes
USHER,32,management,single,tertiary,no,3,yes,no,cellular,13,may,568,1,-1,Airoli ,0,unknown,yes
VICTOR,34,management,single,tertiary,no,76,yes,no,cellular,13,may,747,2,371,Airoli ,3,failure,yes
VINCENT,32,blue-collar,single,primary,no,398,yes,no,cellular,13,may,716,1,-1,Airoli ,0,unknown,yes
VINCENZO,48,admin.,divorced,secondary,no,83,yes,no,cellular,13,may,1101,1,-1,Airoli ,0,unknown,yes
WESLEY,31,admin.,married,secondary,no,879,yes,no,cellular,13,may,394,1,-1,Airoli ,0,unknown,yes
WILLIAM,33,services,married,secondary,no,210,yes,no,cellular,13,may,1207,2,-1,Airoli ,0,unknown,yes
WYATT,48,services,divorced,secondary,no,-276,yes,yes,cellular,13,may,674,1,-1,Airoli ,0,unknown,yes
XAVIER,33,blue-collar,single,primary,no,863,yes,no,telephone,13,may,622,3,-1,Airoli ,0,unknown,yes
YAAKOV,30,student,single,tertiary,no,228,yes,no,cellular,13,may,314,2,-1,Airoli ,0,unknown,yes
YAKOV,35,management,single,tertiary,no,1396,yes,no,cellular,13,may,809,1,300,Airoli ,1,failure,yes
YASEEN,51,blue-collar,divorced,primary,no,-19,yes,no,cellular,13,may,829,1,296,Airoli ,11,failure,yes
YECHEZKEL,38,services,single,secondary,no,2253,yes,no,cellular,13,may,937,3,-1,Airoli ,0,unknown,yes
YECHIEL,39,blue-collar,single,primary,no,0,yes,yes,cellular,13,may,1975,5,-1,Airoli ,0,unknown,yes
YEHOSHUA,27,blue-collar,single,primary,no,265,yes,no,cellular,13,may,1119,2,-1,Airoli ,0,unknown,yes
YEHUDA,50,technician,divorced,secondary,no,-54,yes,yes,cellular,13,may,698,2,292,Airoli ,1,failure,yes
YEHUDAH,34,management,single,tertiary,no,3821,yes,no,cellular,13,may,649,2,-1,Airoli ,0,unknown,yes
YIDA,38,blue-collar,divorced,primary,no,0,yes,no,cellular,13,may,531,2,-1,Airoli ,0,unknown,yes
YIDEL,29,services,divorced,secondary,no,-7,yes,no,cellular,13,may,1279,3,-1,Airoli ,0,unknown,yes
YISRAEL,40,blue-collar,married,primary,no,830,yes,no,cellular,13,may,873,3,370,Airoli ,2,failure,yes
YISROEL,32,technician,single,tertiary,no,0,yes,yes,cellular,13,may,440,2,-1,Airoli ,0,unknown,yes
YITZCHAK,38,blue-collar,married,primary,no,4406,yes,no,telephone,13,may,689,2,-1,Airoli ,0,unknown,yes
YITZCHOK,36,admin.,divorced,secondary,no,437,yes,no,cellular,14,may,722,2,344,Airoli ,1,success,yes
YOEL,28,blue-collar,single,primary,no,54,yes,no,cellular,14,may,533,1,371,Airoli ,1,other,yes
YONAH,49,blue-collar,married,secondary,no,-454,yes,no,cellular,14,may,558,1,-1,Airoli ,0,unknown,yes
YOSEF,26,blue-collar,single,secondary,no,1006,yes,no,cellular,14,may,667,1,-1,Airoli ,0,unknown,yes
YOUSEF,44,admin.,divorced,secondary,no,2999,yes,no,cellular,14,may,717,1,-1,Airoli ,0,unknown,yes
YOUSSEF,49,management,married,tertiary,no,85,yes,no,cellular,14,may,590,5,359,Airoli ,1,other,yes
ZACHARY,31,self-employed,single,tertiary,no,17924,yes,no,cellular,14,may,745,1,174,Airoli ,3,failure,yes
ZALMEN,55,blue-collar,divorced,primary,no,8180,no,no,cellular,14,may,854,2,360,Airoli ,1,failure,yes
ZEV,32,management,married,tertiary,no,2431,yes,no,cellular,14,may,646,5,-1,Airoli ,0,unknown,yes
SCARLETT,35,services,married,secondary,no,341,yes,no,cellular,14,may,345,1,-1,Airoli ,0,unknown,yes
SERENA,35,blue-collar,single,secondary,no,4963,yes,no,cellular,14,may,456,1,300,Airoli ,1,failure,yes
SHAINA,31,admin.,married,secondary,no,8781,yes,no,cellular,14,may,680,1,177,Airoli ,1,success,yes
SHAINDEL,28,admin.,divorced,secondary,no,-504,yes,yes,cellular,14,may,578,1,-1,Airoli ,0,unknown,yes
SHAINDY,39,management,married,tertiary,no,1738,yes,no,cellular,14,may,633,1,358,Airoli ,1,other,yes
SHEVY,48,blue-collar,married,primary,no,214,yes,yes,cellular,14,may,307,1,177,Airoli ,2,failure,yes
SHIFRA,32,admin.,married,secondary,no,684,yes,no,cellular,14,may,607,3,-1,Airoli ,0,unknown,yes
SHIRA,41,blue-collar,married,secondary,no,580,yes,no,cellular,14,may,874,1,363,Airoli ,1,failure,yes
SHOSHANA,34,management,married,tertiary,no,273,yes,no,cellular,14,may,492,1,175,Airoli ,2,failure,yes
SIENA,32,blue-collar,single,secondary,no,811,yes,no,cellular,14,may,563,1,-1,Airoli ,0,unknown,yes
SIENNA,34,admin.,married,primary,no,0,yes,yes,cellular,14,may,1020,1,-1,Airoli ,0,unknown,yes
SIMA,36,self-employed,divorced,tertiary,no,1354,yes,no,cellular,14,may,1723,1,356,Airoli ,2,success,yes
SIMI,29,admin.,divorced,secondary,no,-254,yes,no,cellular,14,may,406,2,-1,Airoli ,0,unknown,yes
SIMONE,54,management,divorced,tertiary,no,-449,yes,no,cellular,14,may,691,1,-1,Airoli ,0,unknown,yes
SKYLAR,29,blue-collar,married,secondary,no,7863,yes,no,cellular,14,may,1129,1,-1,Airoli ,0,unknown,yes
SLOANE,35,blue-collar,divorced,secondary,no,336,yes,no,cellular,14,may,191,1,346,Airoli ,2,failure,yes
SOFIA,36,blue-collar,married,secondary,no,1049,yes,no,cellular,14,may,224,4,-1,Airoli ,0,unknown,yes
SOPHIA,37,services,married,secondary,no,6089,yes,no,cellular,14,may,616,2,-1,Airoli ,0,unknown,yes
SOPHIE,37,management,divorced,tertiary,no,-42,yes,no,cellular,14,may,668,2,-1,Airoli ,0,unknown,yes
STELLA,31,blue-collar,single,secondary,no,953,yes,no,cellular,14,may,479,1,346,Airoli ,2,success,yes
SUMMER,33,admin.,single,secondary,no,315,yes,yes,cellular,14,may,888,3,-1,Airoli ,0,unknown,yes
SURI,59,retired,divorced,secondary,no,5845,no,no,cellular,14,may,1060,2,-1,Airoli ,0,unknown,yes
SURY,30,blue-collar,married,secondary,no,378,yes,no,cellular,14,may,566,2,-1,Airoli ,0,unknown,yes
SYDNEY,53,services,divorced,secondary,no,765,yes,no,cellular,14,may,959,3,174,Airoli ,7,other,yes
SYLVIA,26,blue-collar,married,secondary,no,5795,yes,no,cellular,14,may,1094,2,-1,Airoli ,0,unknown,yes
TALIA,30,admin.,single,secondary,no,315,yes,no,cellular,14,may,884,3,346,Airoli ,4,failure,yes
TAMAR,35,management,single,tertiary,no,916,yes,no,cellular,14,may,460,2,-1,Airoli ,0,unknown,yes
TAYLOR,34,admin.,married,secondary,no,124,yes,no,telephone,14,may,604,4,366,Airoli ,2,other,yes
TESSA,33,services,married,secondary,no,207,yes,no,cellular,14,may,629,4,-1,Airoli ,0,unknown,yes
TOBY,59,retired,married,tertiary,no,422,yes,no,cellular,14,may,647,4,-1,Airoli ,0,unknown,yes
TZIPORA,36,technician,single,secondary,no,125,yes,no,cellular,15,may,676,3,-1,Airoli ,0,unknown,yes
TZIPORAH,34,services,single,secondary,no,2,yes,no,cellular,15,may,153,2,-1,Airoli ,0,unknown,yes
TZIPPY,39,services,single,secondary,no,7066,yes,no,cellular,15,may,667,3,357,Airoli ,3,other,yes
TZIVIA,42,services,married,secondary,no,146,yes,yes,cellular,15,may,670,4,346,Airoli ,1,failure,yes
VALENTINA,60,retired,divorced,secondary,no,496,yes,no,cellular,15,may,655,2,-1,Airoli ,0,unknown,yes
VALERIE,56,services,single,secondary,no,-40,yes,no,cellular,15,may,311,1,368,Airoli ,2,failure,yes
VANESSA,30,services,single,secondary,no,140,yes,no,cellular,15,may,760,1,-1,Airoli ,0,unknown,yes
VERA,26,services,married,secondary,no,77,yes,no,cellular,15,may,619,1,340,Airoli ,4,failure,yes
VERONICA,35,blue-collar,married,primary,no,22,yes,no,cellular,15,may,1190,2,302,Airoli ,2,other,yes
VERONIKA,22,blue-collar,single,secondary,no,-51,yes,no,cellular,15,may,859,1,-1,Airoli ,0,unknown,yes
VICTORIA,26,blue-collar,single,secondary,no,26,yes,yes,cellular,15,may,899,1,-1,Airoli ,0,unknown,yes
VIOLET,28,admin.,single,secondary,no,154,yes,no,cellular,15,may,536,1,364,Airoli ,1,other,yes
VIVIAN,35,admin.,divorced,secondary,no,534,no,no,cellular,15,may,669,1,312,Airoli ,3,failure,yes
VIVIENNE,35,housemaid,married,tertiary,no,1265,yes,no,cellular,15,may,326,5,179,Airoli ,4,failure,yes
WILLA,55,technician,married,tertiary,no,-466,yes,no,cellular,15,may,901,1,-1,Airoli ,0,unknown,yes
YACHET,32,services,married,secondary,no,38,yes,no,cellular,15,may,744,1,-1,Airoli ,0,unknown,yes
YAEL,28,management,single,secondary,no,703,yes,no,cellular,15,may,485,1,88,Airoli ,1,other,yes
YASMINE,31,admin.,married,secondary,no,685,yes,no,cellular,15,may,552,1,329,Airoli ,3,failure,yes
YEHUDIS,23,blue-collar,single,secondary,no,780,yes,no,cellular,15,may,416,1,-1,Airoli ,0,unknown,yes
YIDES,26,technician,single,tertiary,no,-67,yes,no,cellular,15,may,637,1,-1,Airoli ,0,unknown,yes
YITTY,46,blue-collar,married,primary,no,1085,yes,yes,cellular,15,may,523,2,353,Airoli ,58,other,yes
YOCHEVED,34,blue-collar,married,secondary,no,29,yes,no,cellular,15,may,285,5,-1,Airoli ,0,unknown,yes
ZISSY,60,management,single,tertiary,no,560,no,no,cellular,15,may,730,5,-1,Airoli ,0,unknown,yes
ZOE,28,student,single,tertiary,no,22,yes,no,cellular,15,may,536,2,-1,Airoli ,0,unknown,yes
ZOEY,29,services,married,secondary,no,6567,yes,no,cellular,15,may,792,2,298,Airoli ,1,failure,yes
AARAV,39,entrepreneur,married,secondary,no,2139,yes,no,cellular,15,may,576,4,371,Airoli ,1,failure,yes
AARON,54,unemployed,married,secondary,no,582,yes,no,cellular,15,may,693,5,372,Airoli ,2,failure,yes
ABDUL,34,technician,single,secondary,no,194,yes,yes,cellular,15,may,1015,1,-1,Airoli ,0,unknown,yes
ABDULLAH,27,services,single,secondary,no,353,yes,no,cellular,15,may,663,1,-1,Airoli ,0,unknown,yes
ADAM,28,services,single,secondary,no,341,yes,no,cellular,15,may,437,3,347,Airoli ,3,other,yes
ADITYA,39,entrepreneur,married,tertiary,yes,-172,yes,no,cellular,15,may,562,2,-1,Airoli ,0,unknown,yes
ADRIAN,60,retired,divorced,secondary,no,-639,yes,no,cellular,15,may,585,1,-1,Airoli ,0,unknown,yes
AHMED,26,student,single,secondary,no,864,yes,no,cellular,15,may,659,1,-1,Airoli ,0,unknown,yes
AIDAN,32,management,married,secondary,no,134,yes,yes,cellular,15,may,532,3,-1,Airoli ,0,unknown,yes
AIDEN,40,admin.,single,secondary,no,50,no,no,cellular,15,may,837,1,-1,Airoli ,0,unknown,yes
ALAN,25,admin.,single,secondary,no,507,yes,no,cellular,15,may,832,1,367,Airoli ,3,failure,yes
ALEX,48,blue-collar,married,secondary,no,480,yes,no,cellular,15,may,830,1,352,Airoli ,2,failure,yes
ALEXANDER,37,entrepreneur,single,secondary,no,-22,yes,no,cellular,15,may,317,1,-1,Airoli ,0,unknown,yes
ALI,39,admin.,divorced,secondary,no,878,yes,no,cellular,15,may,611,5,-1,Airoli ,0,unknown,yes
ALLEN,40,admin.,married,secondary,no,2574,yes,no,cellular,15,may,432,1,176,Airoli ,1,failure,yes
ALVIN,31,management,single,tertiary,no,2734,yes,no,cellular,15,may,858,3,-1,Airoli ,0,unknown,yes
ANDREW,42,admin.,divorced,secondary,no,241,yes,no,cellular,15,may,1012,3,-1,Airoli ,0,unknown,yes
ANDY,51,blue-collar,married,primary,no,129,yes,no,cellular,15,may,611,2,-1,Airoli ,0,unknown,yes
ANSON,28,management,single,tertiary,no,41,yes,no,cellular,15,may,885,3,352,Airoli ,2,other,yes
ANTHONY,32,management,married,tertiary,no,3387,yes,no,cellular,15,may,1111,5,-1,Airoli ,0,unknown,yes
ARJUN,36,admin.,single,secondary,no,148,yes,no,cellular,15,may,1357,4,374,Airoli ,2,failure,yes
ARMAAN,36,blue-collar,married,secondary,no,249,yes,no,cellular,15,may,709,5,-1,Airoli ,0,unknown,yes
ARYAN,38,self-employed,single,tertiary,no,5774,yes,no,cellular,15,may,406,4,359,Airoli ,5,other,yes
AUSTIN,36,services,single,secondary,no,0,yes,no,cellular,15,may,1002,4,-1,Airoli ,0,unknown,yes
AYAAN,40,blue-collar,married,primary,no,1841,yes,no,cellular,15,may,880,4,-1,Airoli ,0,unknown,yes
AYDEN,37,blue-collar,married,primary,no,2120,yes,no,cellular,15,may,655,3,175,Airoli ,4,failure,yes
BENJAMIN,51,management,single,tertiary,no,297,yes,no,cellular,15,may,415,4,375,Airoli ,1,failure,yes
BENSON,34,services,divorced,secondary,no,89,yes,no,cellular,15,may,1871,4,-1,Airoli ,0,unknown,yes
BRANDON,56,blue-collar,married,primary,no,827,yes,no,telephone,15,may,462,4,-1,Airoli ,0,unknown,yes
BRIAN,35,blue-collar,married,secondary,no,205,yes,yes,cellular,15,may,1313,7,312,Airoli ,1,failure,yes
BRYAN,34,technician,married,tertiary,no,3743,yes,no,cellular,18,may,722,4,-1,Airoli ,0,unknown,yes
CALEB,39,services,married,secondary,no,117,yes,no,cellular,18,may,1032,2,-1,Airoli ,0,unknown,yes
CALVIN,29,blue-collar,married,secondary,no,-493,yes,no,cellular,18,may,536,2,334,Airoli ,4,failure,yes
CARSON,33,management,single,tertiary,no,62,yes,no,cellular,18,may,473,3,-1,Airoli ,0,unknown,yes
CHARLES,40,admin.,single,secondary,no,2040,yes,no,cellular,18,may,906,2,350,Airoli ,2,failure,yes
CHRISTIAN,22,services,single,secondary,no,344,yes,no,cellular,18,may,347,1,-1,Airoli ,0,unknown,yes
CHRISTOPHER,32,technician,single,secondary,no,230,yes,no,cellular,18,may,442,1,266,Airoli ,8,failure,yes
CODY,33,admin.,single,secondary,no,1277,yes,no,cellular,18,may,827,1,-1,Airoli ,0,unknown,yes
CONNOR,29,blue-collar,married,secondary,no,104,yes,no,cellular,18,may,903,4,-1,Airoli ,0,unknown,yes
DANIEL,29,technician,single,secondary,no,706,yes,no,cellular,18,may,1340,1,-1,Airoli ,0,unknown,yes
DANNY,24,blue-collar,single,secondary,no,174,yes,yes,cellular,18,may,487,1,-1,Airoli ,0,unknown,yes
DARREN,31,blue-collar,single,secondary,no,239,yes,no,cellular,18,may,666,1,360,Airoli ,1,success,yes
DAVID,27,blue-collar,single,secondary,no,513,yes,yes,cellular,18,may,351,1,-1,Airoli ,0,unknown,yes
DEREK,32,management,single,tertiary,no,7290,yes,no,cellular,18,may,357,1,-1,Airoli ,0,unknown,yes
DEVIN,30,blue-collar,single,secondary,no,5909,yes,no,cellular,18,may,420,2,-1,Airoli ,0,unknown,yes
DYLAN,27,services,single,secondary,no,-195,yes,no,cellular,18,may,391,1,-1,Airoli ,0,unknown,yes
EASON,55,blue-collar,married,secondary,no,3917,yes,no,cellular,18,may,565,1,-1,Airoli ,0,unknown,yes
EDISON,28,admin.,single,secondary,no,352,yes,yes,cellular,18,may,431,1,-1,Airoli ,0,unknown,yes
EDWIN,29,technician,single,tertiary,no,615,yes,no,cellular,18,may,373,1,-1,Airoli ,0,unknown,yes
ELIJAH,55,retired,divorced,tertiary,no,0,no,no,cellular,18,may,616,1,370,Airoli ,1,success,yes
ELVIS,25,blue-collar,single,secondary,no,217,yes,no,cellular,18,may,504,1,-1,Airoli ,0,unknown,yes
ERIC,36,housemaid,single,secondary,no,1015,yes,no,cellular,18,may,1008,1,347,Airoli ,2,success,yes
ETHAN,27,blue-collar,married,unknown,no,409,yes,no,cellular,18,may,525,1,-1,Airoli ,0,unknown,yes
EVAN,25,services,single,secondary,no,1119,yes,no,cellular,18,may,1063,1,-1,Airoli ,0,unknown,yes
FARHAN,32,blue-collar,single,primary,no,12198,yes,no,cellular,18,may,178,1,-1,Airoli ,0,unknown,yes
FELIX,33,admin.,single,tertiary,no,235,yes,no,cellular,18,may,525,1,-1,Airoli ,0,unknown,yes
GABRIEL,38,entrepreneur,married,tertiary,no,170,yes,no,cellular,18,may,442,1,-1,Airoli ,0,unknown,yes
GAVIN,45,technician,divorced,secondary,no,-357,yes,yes,cellular,18,may,618,1,355,Airoli ,2,failure,yes
GEORGE,30,blue-collar,single,secondary,no,2145,yes,no,cellular,18,may,727,2,-1,Airoli ,0,unknown,yes
HARRISON,32,blue-collar,married,primary,no,-454,yes,yes,cellular,18,may,801,5,355,Airoli ,2,failure,yes
HAYDEN,26,blue-collar,single,primary,no,-887,yes,no,cellular,18,may,827,2,-1,Airoli ,0,unknown,yes
HENRY,25,blue-collar,single,primary,no,292,yes,yes,cellular,18,may,1027,2,-1,Airoli ,0,unknown,yes
IAN,33,blue-collar,married,secondary,no,139,yes,yes,cellular,18,may,732,2,291,Airoli ,5,failure,yes
IBRAHIM,32,technician,single,tertiary,no,2684,yes,no,cellular,18,may,542,2,-1,Airoli ,0,unknown,yes
ISAAC,34,blue-collar,married,primary,no,-1,yes,no,cellular,18,may,1057,6,355,Airoli ,1,other,yes
ISHAAN,29,management,married,tertiary,no,1387,yes,no,cellular,18,may,256,2,-1,Airoli ,0,unknown,yes
IVAN,28,self-employed,married,secondary,no,-522,yes,yes,cellular,18,may,638,2,-1,Airoli ,0,unknown,yes
JACK,38,technician,single,secondary,no,-242,yes,no,cellular,18,may,1173,3,278,Airoli ,6,success,yes
JACKSON,35,services,single,secondary,no,719,yes,no,cellular,18,may,1359,3,368,Airoli ,3,failure,yes
JACKY,28,admin.,single,secondary,no,0,yes,yes,cellular,18,may,390,5,-1,Airoli ,0,unknown,yes
JACOB,29,unemployed,single,tertiary,no,497,yes,no,cellular,18,may,642,3,298,Airoli ,6,success,yes
JADEN,20,blue-collar,single,secondary,no,76,yes,no,cellular,18,may,639,2,-1,Airoli ,0,unknown,yes
JAKE,45,admin.,divorced,secondary,no,397,yes,yes,cellular,22,may,582,1,95,Airoli ,2,success,yes
JAMES,37,management,married,tertiary,no,3723,no,no,cellular,22,may,354,1,-1,Airoli ,0,unknown,yes
JASON,32,technician,single,tertiary,no,1625,no,no,cellular,22,may,796,1,109,Airoli ,1,failure,yes
